Accession,Main gene name,Main protein name,Other gene names,Other protein names
Q14161,GIT2,GIT2_HUMAN,KIAA0148,ARF GTPase-activating protein GIT2; GRK-interacting protein 2; G protein-coupled receptor kinase-interactor 2; Cool-interacting tyrosine-phosphorylated protein 2
Q5XUX0,FBXO31,FBX31_HUMAN,FBX14; FBX31; PP2386,F-box only protein 31
Q8WVD3,RNF138,RN138_HUMAN,NARF; HSD-4; HSD4,E3 ubiquitin-protein ligase RNF138; Nemo-like kinase-associated RING finger protein; RING finger protein 138; RING-type E3 ubiquitin transferase RNF138
Q92878,RAD50,RAD50_HUMAN,,DNA repair protein RAD50
Q15910-2,EZH2,EZH2-2_HUMAN,KMT6,Isoform 2 of Histone-lysine N-methyltransferase EZH2; ENX-1; Enhancer of zeste homolog 2; Lysine N-methyltransferase 6
Q9NZM5,NOP53,NOP53_HUMAN,GLT; GLTSCR2; PICT1,Ribosome biogenesis protein NOP53; Glioma tumor suppressor candidate region gene 2 protein; Protein interacting with carboxyl terminus 1; p60
O43504,LAMTOR5,LTOR5_HUMAN,HBXIP; XIP,Ragulator complex protein LAMTOR5; Hepatitis B virus X-interacting protein; Late endosomal/lysosomal adaptor and MAPK and MTOR activator 5
P51532,SMARCA4,SMCA4_HUMAN,BAF190A; BRG1; SNF2B; SNF2L4,Transcription activator BRG1; ATP-dependent helicase SMARCA4; BRG1-associated factor 190A; Protein BRG-1; Mitotic growth and transcription activator; SNF2-beta; Protein brahma homolog 1; SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 4
Q03111,MLLT1,ENL_HUMAN,ENL; LTG19; YEATS1,Protein ENL; YEATS domain-containing protein 1
Q9HB75,PIDD1,PIDD1_HUMAN,LRDD; PIDD,p53-induced death domain-containing protein 1; Leucine-rich repeat and death domain-containing protein
Q15109,AGER,RAGE_HUMAN,RAGE,Advanced glycosylation end product-specific receptor; Receptor for advanced glycosylation end products
Q86U86,PBRM1,PB1_HUMAN,BAF180; PB1,Protein polybromo-1; BRG1-associated factor 180; Polybromo-1D
Q99504,EYA3,EYA3_HUMAN,,Eyes absent homolog 3
P50542,PEX5,PEX5_HUMAN,PXR1,Peroxisomal targeting signal 1 receptor; Peroxin-5; PTS1-BP; Peroxisome receptor 1; Peroxisomal C-terminal targeting signal import receptor
P04629-2,NTRK1,NTRK1-2_HUMAN,MTC; TRK; TRKA,Isoform TrkA-I of High affinity nerve growth factor receptor; Neurotrophic tyrosine kinase receptor type 1; TRK1-transforming tyrosine kinase protein; Tropomyosin-related kinase A; Tyrosine kinase receptor; Tyrosine kinase receptor A; gp140trk; p140-TrkA
P04629,NTRK1,NTRK1_HUMAN,MTC; TRK; TRKA,High affinity nerve growth factor receptor; Neurotrophic tyrosine kinase receptor type 1; TRK1-transforming tyrosine kinase protein; Tropomyosin-related kinase A; Tyrosine kinase receptor; Tyrosine kinase receptor A; gp140trk; p140-TrkA
Q8NEV4,MYO3A,MYO3A_HUMAN,,Myosin-IIIa
P30419,NMT1,NMT1_HUMAN,NMT,Glycylpeptide N-tetradecanoyltransferase 1; Myristoyl-CoA:protein N-myristoyltransferase 1; Peptide N-myristoyltransferase 1
O15117,FYB1,FYB1_HUMAN,FYB; SLAP130,FYN-binding protein 1; Adhesion and degranulation promoting adaptor protein; FYB-120/130; FYN-T-binding protein; SLAP-130; SLP-76-associated phosphoprotein
O75051,PLXNA2,PLXA2_HUMAN,UNQ209/PRO235; PLXN2; KIAA0463; OCT,Plexin-A2; Semaphorin receptor OCT
Q01628,IFITM3,IFM3_HUMAN,,Interferon-induced transmembrane protein 3; Dispanin subfamily A member 2b; Interferon-inducible protein 1-8U
P07766,CD3E,CD3E_HUMAN,T3E,T-cell surface glycoprotein CD3 epsilon chain; T-cell surface antigen T3/Leu-4 epsilon chain
Q86WV1,SKAP1,SKAP1_HUMAN,SCAP1; SKAP55,Src kinase-associated phosphoprotein 1; Src family-associated phosphoprotein 1; Src kinase-associated phosphoprotein of 55 kDa
Q9UIW2,PLXNA1,PLXA1_HUMAN,NOV; PLXN1,Plexin-A1; Semaphorin receptor NOV
P11137-3,MAP2,MTAP2-3_HUMAN,,Isoform 3 of Microtubule-associated protein 2
O75886,STAM2,STAM2_HUMAN,HBP,Signal transducing adapter molecule 2; Hrs-binding protein
Q8TDQ1,CD300LF,CLM1_HUMAN,UNQ3105/PRO10111; CLM1; IREM1; NKIR; CD300F; IGSF13,CMRF35-like molecule 1; CD300 antigen-like family member F; Immune receptor expressed on myeloid cells 1; Immunoglobulin superfamily member 13; NK inhibitory receptor
Q15858,SCN9A,SCN9A_HUMAN,NENA,Sodium channel protein type 9 subunit alpha; Neuroendocrine sodium channel; Peripheral sodium channel 1; Sodium channel protein type IX subunit alpha; Voltage-gated sodium channel subunit alpha Nav1.7
P35354,PTGS2,PGH2_HUMAN,COX2,Prostaglandin G/H synthase 2; Cyclooxygenase-2; PHS II; Prostaglandin H2 synthase 2; Prostaglandin-endoperoxide synthase 2
Q14254,FLOT2,FLOT2_HUMAN,ESA1; M17S1,Flotillin-2; Membrane component chromosome 17 surface marker 1; Epidermal surface antigen
P31994,FCGR2B,FCG2B_HUMAN,CD32; FCG2; IGFR2,Low affinity immunoglobulin gamma Fc region receptor II-b; Fc-gamma RII-b; CDw32
Q9NPH5,NOX4,NOX4_HUMAN,RENOX,NADPH oxidase 4; Kidney oxidase-1; Renal NAD(P)H-oxidase; Kidney superoxide-producing NADPH oxidase
O14522-1,PTPRT,PTPRT-1_HUMAN,KIAA0283,Isoform 1 of Receptor-type tyrosine-protein phosphatase T; Receptor-type tyrosine-protein phosphatase rho
Q9NQC3,RTN4,RTN4_HUMAN,KIAA0886; SP1507; NOGO; My043,Reticulon-4; Foocen; Neurite outgrowth inhibitor; Neuroendocrine-specific protein; Neuroendocrine-specific protein C homolog; RTN-x; Reticulon-5
Q15762,CD226,CD226_HUMAN,DNAM1,CD226 antigen; DNAX accessory molecule 1
Q9NZA1,CLIC5,CLIC5_HUMAN,,Chloride intracellular channel protein 5
A8K4G0,CD300LB,CLM7_HUMAN,TREM5; IREM3; CD300B; LMIR5; CLM7; UNQ2530/PRO6029; CMRF35A2,CMRF35-like molecule 7; Triggering receptor expressed on myeloid cells 5; Leukocyte mono-Ig-like receptor 5; CMRF35-A2; Immune receptor expressed on myeloid cells 3; CD300 antigen-like family member B
Q53HL2,CDCA8,BOREA_HUMAN,PESCRG3,Borealin; Pluripotent embryonic stem cell-related gene 3 protein; Dasra-B; Cell division cycle-associated protein 8
P38646,HSPA9,GRP75_HUMAN,HSPA9B; mt-HSP70; GRP75,"Stress-70 protein, mitochondrial; Peptide-binding protein 74; Mortalin; Heat shock 70 kDa protein 9; 75 kDa glucose-regulated protein"
Q96PE2,ARHGEF17,ARHGH_HUMAN,KIAA0337; TEM4,Rho guanine nucleotide exchange factor 17; 164 kDa Rho-specific guanine-nucleotide exchange factor; Tumor endothelial marker 4
Q96E14,RMI2,RMI2_HUMAN,C16orf75,RecQ-mediated genome instability protein 2; BLM-associated protein of 18 kDa
P41145,OPRK1,OPRK_HUMAN,OPRK,Kappa-type opioid receptor
Q5NUL3-2,FFAR4,FFAR4-2_HUMAN,O3FAR1; GPR129; GPR120; PGR4,Isoform 2 of Free fatty acid receptor 4; G-protein coupled receptor 120; G-protein coupled receptor 129; G-protein coupled receptor GT01; G-protein coupled receptor PGR4; Omega-3 fatty acid receptor 1
P09758,TACSTD2,TACD2_HUMAN,TROP2; M1S1; GA733-1,Tumor-associated calcium signal transducer 2; Membrane component chromosome 1 surface marker 1; Cell surface glycoprotein Trop-2; Pancreatic carcinoma marker protein GA733-1
Q9BR39,JPH2,JPH2_HUMAN,JP2,Junctophilin-2; Junctophilin type 2
O94992,HEXIM1,HEXI1_HUMAN,EDG1; MAQ1; CLP1; HIS1,Protein HEXIM1; Menage a quatre protein 1; Hexamethylene bis-acetamide-inducible protein 1; Estrogen down-regulated gene 1 protein; Cardiac lineage protein 1
Q15080,NCF4,NCF4_HUMAN,SH3PXD4,Neutrophil cytosol factor 4; p40-phox; SH3 and PX domain-containing protein 4; Neutrophil NADPH oxidase factor 4
P08253,MMP2,MMP2_HUMAN,CLG4A,72 kDa type IV collagenase; 72 kDa gelatinase; Gelatinase A; Matrix metalloproteinase-2; TBE-1
Q9H3Q1,CDC42EP4,BORG4_HUMAN,BORG4; CEP4,Cdc42 effector protein 4; Binder of Rho GTPases 4
Q96RI1-2,NR1H4,NR1H4-2_HUMAN,FXR; BAR; HRR1; RIP14,Isoform 4 of Bile acid receptor; Farnesoid X-activated receptor; Farnesol receptor HRR-1; Nuclear receptor subfamily 1 group H member 4; Retinoid X receptor-interacting protein 14
O95243,MBD4,MBD4_HUMAN,MED1,Methyl-CpG-binding domain protein 4; Mismatch-specific DNA N-glycosylase; Methyl-CpG-binding protein MBD4; Methyl-CpG-binding endonuclease 1
P36542,ATP5F1C,ATPG_HUMAN,ATP5C1; ATP5C; ATP5CL1,"ATP synthase subunit gamma, mitochondrial; ATP synthase F1 subunit gamma; F-ATPase gamma subunit"
P60880,SNAP25,SNP25_HUMAN,SNAP,Synaptosomal-associated protein 25; Synaptosomal-associated 25 kDa protein; Super protein
Q8NF50,DOCK8,DOCK8_HUMAN,,Dedicator of cytokinesis protein 8
Q15311,RALBP1,RBP1_HUMAN,RLIP1; RLIP76,RalA-binding protein 1; Dinitrophenyl S-glutathione ATPase; Ral-interacting protein 1; 76 kDa Ral-interacting protein
Q99418,CYTH2,CYH2_HUMAN,PSCD2L; ARNO; PSCD2,"Cytohesin-2; ARF nucleotide-binding site opener; ARF exchange factor; PH, SEC7 and coiled-coil domain-containing protein 2"
P16150,SPN,LEUK_HUMAN,CD43,Leukosialin; GPL115; Galactoglycoprotein; Leukocyte sialoglycoprotein; Sialophorin
P16671,CD36,CD36_HUMAN,GP3B; GP4,Platelet glycoprotein 4; Platelet glycoprotein IV; Thrombospondin receptor; Leukocyte differentiation antigen CD36; PAS IV; PAS-4; Platelet collagen receptor; Fatty acid translocase; Glycoprotein IIIb
Q9Y6H6,KCNE3,KCNE3_HUMAN,,Potassium voltage-gated channel subfamily E member 3; Potassium channel subunit beta MiRP2; Minimum potassium ion channel-related peptide 2; MinK-related peptide 2
Q16658,FSCN1,FSCN1_HUMAN,FAN1; HSN; SNL,Fascin; p55; Singed-like protein; 55 kDa actin-bundling protein
P21359-2,NF1,NF1-2_HUMAN,,Isoform 1 of Neurofibromin; Neurofibromatosis-related protein NF-1
O94806,PRKD3,KPCD3_HUMAN,EPK2; PRKCN,Serine/threonine-protein kinase D3; nPKC-nu; Protein kinase C nu type; Protein kinase EPK2
Q8N726,CDKN2A,ARF_HUMAN,CDKN2; MLM,Tumor suppressor ARF; Alternative reading frame; Cyclin-dependent kinase inhibitor 2A; p14ARF
P01589,IL2RA,IL2RA_HUMAN,,Interleukin-2 receptor subunit alpha; TAC antigen; p55
Q9Y624,F11R,JAM1_HUMAN,JAM1; JCAM; UNQ264/PRO301,Junctional adhesion molecule A; Platelet adhesion molecule 1; Platelet F11 receptor; Junctional adhesion molecule 1
Q13303,KCNAB2,KCAB2_HUMAN,KCNA2B; KCNK2,Voltage-gated potassium channel subunit beta-2; K(+) channel subunit beta-2; Kv-beta-2
P29972,AQP1,AQP1_HUMAN,CHIP28,Aquaporin-1; Aquaporin-CHIP; Urine water channel; Water channel protein for red blood cells and kidney proximal tubule
P01730,CD4,CD4_HUMAN,,T-cell surface glycoprotein CD4; T-cell surface antigen T4/Leu-3
P21399,ACO1,ACOC_HUMAN,IREB1,Cytoplasmic aconitate hydratase; Iron-responsive element-binding protein 1; Iron regulatory protein 1; Citrate hydro-lyase; Ferritin repressor protein
Q96PY5-3,FMNL2,FMNL2-3_HUMAN,FHOD2; KIAA1902,Isoform 2 of Formin-like protein 2; Formin homology 2 domain-containing protein 2
P35398,RORA,RORA_HUMAN,NR1F1; RZRA,Nuclear receptor ROR-alpha; Nuclear receptor RZR-alpha; Nuclear receptor subfamily 1 group F member 1; RAR-related orphan receptor A; Retinoid-related orphan receptor-alpha
Q05940,SLC18A2,VMAT2_HUMAN,SVMT; VMAT2,Synaptic vesicular amine transporter; Solute carrier family 18 member 2; Vesicular amine transporter 2; Monoamine transporter
O15519-2,CFLAR,CFLAR-2_HUMAN,CASH; CASP8AP1; CLARP; MRIT,Isoform 2 of CASP8 and FADD-like apoptosis regulator; Caspase homolog; Caspase-eight-related protein; Caspase-like apoptosis regulatory protein; Cellular FLICE-like inhibitory protein; FADD-like antiapoptotic molecule 1; Inhibitor of FLICE; MACH-related inducer of toxicity; Usurpin
Q03721,KCNC4,KCNC4_HUMAN,C1orf30,Potassium voltage-gated channel subfamily C member 4; KSHIIIC; Voltage-gated potassium channel subunit Kv3.4
P11234,RALB,RALB_HUMAN,,Ras-related protein Ral-B
Q9BQE3,TUBA1C,TBA1C_HUMAN,TUBA6,Tubulin alpha-1C chain; Alpha-tubulin 6; Tubulin alpha-6 chain
Q14994,NR1I3,NR1I3_HUMAN,CAR,Nuclear receptor subfamily 1 group I member 3; Constitutive activator of retinoid response; Orphan nuclear receptor MB67; Constitutive androstane receptor
P35869,AHR,AHR_HUMAN,BHLHE76,Aryl hydrocarbon receptor; Class E basic helix-loop-helix protein 76
P48050,KCNJ4,KCNJ4_HUMAN,IRK3,"Inward rectifier potassium channel 4; Potassium channel, inwardly rectifying subfamily J member 4; Inward rectifier K(+) channel Kir2.3; HRK1; Hippocampal inward rectifier; HIRK2"
O15519,CFLAR,CFLAR_HUMAN,CASH; CLARP; CASP8AP1; MRIT,CASP8 and FADD-like apoptosis regulator; FADD-like antiapoptotic molecule 1; Inhibitor of FLICE; Caspase-like apoptosis regulatory protein; Cellular FLICE-like inhibitory protein; Caspase homolog; Caspase-eight-related protein; MACH-related inducer of toxicity; Usurpin
Q92681,RSC1A1,RSCA1_HUMAN,,Regulatory solute carrier protein family 1 member 1; Transporter regulator RS1
P81274,GPSM2,GPSM2_HUMAN,LGN,G-protein-signaling modulator 2; Mosaic protein LGN
Q96MS0,ROBO3,ROBO3_HUMAN,,Roundabout homolog 3; Roundabout-like protein 3
Q01959,SLC6A3,SC6A3_HUMAN,DAT1,Sodium-dependent dopamine transporter; Solute carrier family 6 member 3
Q96T49,PPP1R16B,PP16B_HUMAN,ANKRD4; KIAA0823,Protein phosphatase 1 regulatory inhibitor subunit 16B; Ankyrin repeat domain-containing protein 4; CAAX box protein TIMAP; TGF-beta-inhibited membrane-associated protein
P41180,CASR,CASR_HUMAN,GPRC2A; PCAR1,Extracellular calcium-sensing receptor; Parathyroid cell calcium-sensing receptor 1
Q8NFA2-3,NOXO1,NOXO1-3_HUMAN,P41NOX; SH3PXD5,Isoform 3 of NADPH oxidase organizer 1; NADPH oxidase regulatory protein; Nox organizer 1; Nox-organizing protein 1; SH3 and PX domain-containing protein 5
P10599,TXN,THIO_HUMAN,TRDX; TRX; TRX1,Thioredoxin; Surface-associated sulphydryl protein; ATL-derived factor
P45379,TNNT2,TNNT2_HUMAN,,"Troponin T, cardiac muscle; Cardiac muscle troponin T"
Q8N0W4,NLGN4X,NLGNX_HUMAN,KIAA1260; NLGN4; UNQ365/PRO701,"Neuroligin-4, X-linked; HNLX"
P08567,PLEK,PLEK_HUMAN,P47,Pleckstrin; Platelet 47 kDa protein
P09693,CD3G,CD3G_HUMAN,T3G,T-cell surface glycoprotein CD3 gamma chain; T-cell receptor T3 gamma chain
P41091,EIF2S3,IF2G_HUMAN,EIF2G,Eukaryotic translation initiation factor 2 subunit 3; Eukaryotic translation initiation factor 2 subunit gamma X
Q12791,KCNMA1,KCMA1_HUMAN,KCNMA; SLO,"Calcium-activated potassium channel subunit alpha-1; BKCA alpha; BK channel; K(VCA)alpha; Calcium-activated potassium channel, subfamily M subunit alpha-1; Maxi K channel; KCa1.1; Slo-alpha; Slowpoke homolog; Slo1"
P43119,PTGIR,PI2R_HUMAN,PRIPR,Prostacyclin receptor; Prostanoid IP receptor; Prostaglandin I2 receptor
Q01995,TAGLN,TAGL_HUMAN,SM22; WS3-10,Transgelin; 22 kDa actin-binding protein; Smooth muscle protein 22-alpha; Protein WS3-10
Q9C0K0,BCL11B,BC11B_HUMAN,CTIP2; RIT1,B-cell lymphoma/leukemia 11B; B-cell CLL/lymphoma 11B; COUP-TF-interacting protein 2; Radiation-induced tumor suppressor gene 1 protein
Q01954,BNC1,BNC1_HUMAN,BNC,Zinc finger protein basonuclin-1
Q9HAN9,NMNAT1,NMNA1_HUMAN,NMNAT,Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1; Nicotinamide-nucleotide adenylyltransferase 1; Nicotinate-nucleotide adenylyltransferase 1
P22460,KCNA5,KCNA5_HUMAN,,Potassium voltage-gated channel subfamily A member 5; Voltage-gated potassium channel HK2; Voltage-gated potassium channel subunit Kv1.5; HPCN1
Q96AX2,RAB37,RAB37_HUMAN,,Ras-related protein Rab-37
Q8TDY4,ASAP3,ASAP3_HUMAN,DDEFL1; UPLC1,"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 3; Development and differentiation-enhancing factor-like 1; Protein up-regulated in liver cancer 1"
Q9NQC7,CYLD,CYLD_HUMAN,KIAA0849; CYLD1; HSPC057,Ubiquitin carboxyl-terminal hydrolase CYLD; Deubiquitinating enzyme CYLD; Ubiquitin thioesterase CYLD; Ubiquitin-specific-processing protease CYLD
P19438,TNFRSF1A,TNR1A_HUMAN,TNFAR; TNFR1,Tumor necrosis factor receptor superfamily member 1A; Tumor necrosis factor receptor 1; Tumor necrosis factor receptor type I; p55; p60
P21580,TNFAIP3,TNAP3_HUMAN,OTUD7C,Tumor necrosis factor alpha-induced protein 3; OTU domain-containing protein 7C; Putative DNA-binding protein A20; Zinc finger protein A20
O95999,BCL10,BCL10_HUMAN,CIPER; CLAP,B-cell lymphoma/leukemia 10; CARD-containing molecule enhancing NF-kappa-B; CARD-like apoptotic protein; B-cell CLL/lymphoma 10; Cellular-E10; Mammalian CARD-containing adapter molecule E10; CED-3/ICH-1 prodomain homologous E10-like regulator; Cellular homolog of vCARMEN
Q9NP80,PNPLA8,PLPL8_HUMAN,IPLA22; IPLA2G; BM-043,Calcium-independent phospholipase A2-gamma; PNPLA-gamma; Patatin-like phospholipase domain-containing protein 8; Intracellular membrane-associated calcium-independent phospholipase A2 gamma; iPLA2-2
P98179,RBM3,RBM3_HUMAN,RNPL,RNA-binding protein 3; RNA-binding motif protein 3; RNPL
Q8NEM2,SHCBP1,SHCBP_HUMAN,,SHC SH2 domain-binding protein 1
Q99879,H2BC14,H2B1M_HUMAN,HIST1H2BM; H2BFE,Histone H2B type 1-M; Histone H2B.e
Q93079,HIST1H2BH,H2B1H_HUMAN,H2BFJ,Histone H2B type 1-H; Histone H2B.j
Q96K21,ZFYVE19,ANCHR_HUMAN,ANCHR; MPFYVE,Abscission/NoCut checkpoint regulator; MLL partner containing FYVE domain; Zinc finger FYVE domain-containing protein 19
P58876,HIST1H2BD,H2B1D_HUMAN,H2BFB; HIRIP2,Histone H2B type 1-D; Histone H2B.1 B; Histone H2B.b; HIRA-interacting protein 2
P23527,HIST1H2BO,H2B1O_HUMAN,H2BFH; H2BFN,Histone H2B type 1-O; Histone H2B.2; Histone H2B.n
P35659,DEK,DEK_HUMAN,,Protein DEK
P62807,H2BC7,H2B1C_HUMAN,HIST1H2BF; H2BFG,Histone H2B type 1-C/E/F/G/I; Histone H2B.h; Histone H2B.g; Histone H2B.a; Histone H2B.1 A; Histone H2B.l; Histone H2B.k
Q9H410,DSN1,DSN1_HUMAN,C20orf172; MIS13,Kinetochore-associated protein DSN1 homolog
Q53SF7,COBLL1,COBL1_HUMAN,KIAA0977,Cordon-bleu protein-like 1
Q8NEY8,PPHLN1,PPHLN_HUMAN,HSPC206; HSPC232,Periphilin-1; CDC7 expression repressor; Gastric cancer antigen Ga50
P05204,HMGN2,HMGN2_HUMAN,HMG17,Non-histone chromosomal protein HMG-17; High mobility group nucleosome-binding domain-containing protein 2
Q08J23,NSUN2,NSUN2_HUMAN,SAKI; TRM4,RNA cytosine C(5)-methyltransferase NSUN2; Myc-induced SUN domain-containing protein; NOL1/NOP2/Sun domain family member 2; Substrate of AIM1/Aurora kinase B; mRNA cytosine C(5)-methyltransferase; tRNA cytosine C(5)-methyltransferase; tRNA methyltransferase 4 homolog
Q02241-2,KIF23,KIF23-2_HUMAN,KNSL5; MKLP1,Isoform 2 of Kinesin-like protein KIF23; Kinesin-like protein 5; Mitotic kinesin-like protein 1
Q9H6F5,CCDC86,CCD86_HUMAN,CYCLON,Coiled-coil domain-containing protein 86; Cytokine-induced protein with coiled-coil domain
Q16778,HIST2H2BE,H2B2E_HUMAN,H2BFQ,Histone H2B type 2-E; Histone H2B-GL105; Histone H2B.q
P46778,RPL21,RL21_HUMAN,,60S ribosomal protein L21; Large ribosomal subunit protein eL21
Q9H788,SH2D4A,SH24A_HUMAN,PPP1R38; SH2A,SH2 domain-containing protein 4A; Protein phosphatase 1 regulatory subunit 38; Protein SH(2)A
Q8NG31,KNL1,KNL1_HUMAN,CASC5; KIAA1570,Kinetochore scaffold 1; ALL1-fused gene from chromosome 15q14 protein; Bub-linking kinetochore protein; Cancer susceptibility candidate gene 5 protein; Cancer/testis antigen 29; Kinetochore-null protein 1; Protein CASC5; Protein D40/AF15q14
Q69YH5,CDCA2,CDCA2_HUMAN,,Cell division cycle-associated protein 2; Recruits PP1 onto mitotic chromatin at anaphase protein
Q96CF2,CHMP4C,CHM4C_HUMAN,SHAX3,Charged multivesicular body protein 4c; Chromatin-modifying protein 4c; SNF7 homolog associated with Alix 3; SNF7-3; Vacuolar protein sorting-associated protein 32-3
O60814,H2BC12,H2B1K_HUMAN,HIST1H2BK; H2BFT; HIRIP1,Histone H2B type 1-K; HIRA-interacting protein 1
Q99877,H2BC15,H2B1N_HUMAN,H2BFD; HIST1H2BN,Histone H2B type 1-N; Histone H2B.d
Q8WYJ6,SEPTIN1,SEPT1_HUMAN,SEPT1; DIFF6; PNUTL3,Septin-1; Peanut-like protein 3; LARP; Serologically defined breast cancer antigen NY-BR-24
P46783,RPS10,RS10_HUMAN,,40S ribosomal protein S10; Small ribosomal subunit protein eS10
Q9Y2R4,DDX52,DDX52_HUMAN,ROK1; HUSSY-19,Probable ATP-dependent RNA helicase DDX52; DEAD box protein 52; ATP-dependent RNA helicase ROK1-like
P06899,H2BC11,H2B1J_HUMAN,HIST1H2BJ; H2BFR,Histone H2B type 1-J; Histone H2B.1; Histone H2B.r
Q5T5U3,ARHGAP21,RHG21_HUMAN,ARHGAP10; KIAA1424,Rho GTPase-activating protein 21; Rho GTPase-activating protein 10; Rho-type GTPase-activating protein 21
P45973,CBX5,CBX5_HUMAN,HP1A,Chromobox protein homolog 5; Heterochromatin protein 1 homolog alpha; Antigen p25
Q5QNW6,HIST2H2BF,H2B2F_HUMAN,,Histone H2B type 2-F
Q8IVT2,MISP,MISP_HUMAN,C19orf21,Mitotic interactor and substrate of PLK1; Mitotic spindle positioning protein
Q9P227,ARHGAP23,RHG23_HUMAN,KIAA1501,Rho GTPase-activating protein 23; Rho-type GTPase-activating protein 23
Q6NZI2,CAVIN1,CAVN1_HUMAN,PTRF; FKSG13,Caveolae-associated protein 1; Cavin-1; Polymerase I and transcript release factor
Q9Y5B9,SUPT16H,SP16H_HUMAN,FACT140; FACTP140,FACT complex subunit SPT16; Chromatin-specific transcription elongation factor 140 kDa subunit; FACT 140 kDa subunit; FACTp140; Facilitates chromatin transcription complex subunit SPT16
P62917,RPL8,RL8_HUMAN,,60S ribosomal protein L8; Large ribosomal subunit protein uL2
Q9NYP9,MIS18A,MS18A_HUMAN,FASP1; C21orf45; C21orf46,Protein Mis18-alpha; FAPP1-associated protein 1
Q9BW61,DDA1,DDA1_HUMAN,C19orf58; PCIA1,DET1- and DDB1-associated protein 1; Placenta cross-immune reaction antigen 1
Q9NP77,SSU72,SSU72_HUMAN,HSPC182; PNAS-120,RNA polymerase II subunit A C-terminal domain phosphatase SSU72
O00566,MPHOSPH10,MPP10_HUMAN,MPP10,U3 small nucleolar ribonucleoprotein protein MPP10; M phase phosphoprotein 10
Q9NQZ2,UTP3,SAS10_HUMAN,CRLZ1; SAS10,Something about silencing protein 10; UTP3 homolog; Charged amino acid-rich leucine zipper 1; Disrupter of silencing SAS10
O15523,DDX3Y,DDX3Y_HUMAN,DBY,"ATP-dependent RNA helicase DDX3Y; DEAD box protein 3, Y-chromosomal"
Q8TE77,SSH3,SSH3_HUMAN,SSH3L,Protein phosphatase Slingshot homolog 3; SSH-like protein 3
Q96E39,RBMXL1,RMXL1_HUMAN,,"RNA binding motif protein, X-linked-like-1; Heterogeneous nuclear ribonucleoprotein G-like 1"
O76021,RSL1D1,RL1D1_HUMAN,CSIG; L12; PBK1; CATX11,Ribosomal L1 domain-containing protein 1; CATX-11; Cellular senescence-inhibited gene protein; Protein PBK1
Q15349,RPS6KA2,KS6A2_HUMAN,MAPKAPK1C; RSK3,Ribosomal protein S6 kinase alpha-2; pp90RSK3; Ribosomal S6 kinase 3; MAP kinase-activated protein kinase 1c; 90 kDa ribosomal protein S6 kinase 2
